StopId,StopAbbr,StopName,Lat,Lon
3885,LESJ_SH1,Lesja sjukeheim,62118224,8855101
3886,LESJA_S1,Lesja skule,62117533,8860484
3887,BJELBØL1,Bjelbølsstølen,61244649,8915099
3888,HÅKÅS_N1,Håkåstad nord,62109821,8975679
3889,VINST_V1,Vinstervegen,61195899,8981879
3890,VEKTPLA1,Vektplassen,62092490,9069740
3891,DOVREFH1,Dovrefjell hotell,62083430,9120862
3892,DOMB_KI1,Dombås kino,62080502,9125044
3894,MOSJOGH1,Mosjordet grendahus,62046260,9142864
3896,FJELLBL1,Fjellbu,60866889,9211486
3897,STEIN_L1,Steinsrudmoen Leira,60967026,9304696
3898,STEINFI2,Steinfinnsbø,61737546,9353299
3899,SOLV_NA1,Solvang Aurdal,60915655,9428991
3900,BJØRGON1,Nørre Bjørgo,60894297,9478862
3901,BJØRGOS1,Sørre Bjørgo,60890363,9488735
3902,OTTASKS,Otta skole Skulegata,61769212,9541322
3903,BRAT_SE1,Brattråket,61776119,9545131
3904,NYGÅ_SE1,Nygård Kongsvegen,61781052,9546619
3905,KONG_SE1,Kongsvegen,61785841,9551911
3906,BAKKENS1,Bakken søndre,61665356,9587427
3907,RUSTOM1,Rustom,61663290,9596811
3910,RUSE_ET2,Ruse,60852920,9735011
3911,BAKKO1,Bakko,60838877,9749082
3913,MAURSTA2,Maurstad,61210532,10156789
3917,ØVERJ_V1,Øverjordsvegen,61228006,10230125
3920,LANGMOE1,Langmoen,61152921,10379879
3922,GAUSD_A1,Gausdalsarmen,61156787,10393034
3923,KLÆSTADV,Klæstadvegen,60333024,10404860
3924,BAKKE_C1,Bakke camping,61032190,10441884
3926,RUD_HL1,Rud Hornslinna,60472201,10458056
3928,MÆNA,Mæna,60452589,10467790
3930,MYHREBS1,Myhre,61009416,10473526
3931,ÅKERV,Åkervegen,61105509,10473701
3932,TRANGRU1,Trangrud,61087652,10475178
3933,ÅRETTAV1,Årettavegen,61104162,10475471
3934,BJØRN_SV,Bjørnsrudsvingen,61136362,10494829
3935,RØYSL_R1,Røyslimoen Røyslivegen,61099859,10507309
3936,MÆLU_BI1,Mælum Biristrandvegen,60986689,10544563
3937,ROTE_BS1,Roterud Biristrandvegen,60985221,10558483
3938,HAUGL_B1,Haugland Biristrandvegen,60983429,10565307
3940,KJELBER1,Kjelberg,60977065,10583252
3941,BIRI_VE1,Biri verk,60967401,10602245
3944,BIRI_ID1,Biri idrettsplass,60949862,10609977
3945,MYRE_SV1,Myre Snertingdalsvegen,60886216,10613682
3946,SIGST_P1,Sigstadplassen,60953343,10616151
3947,NORDSFH1,Nordseter Fjellhytter,61180595,10616964
3948,NEVRAHA1,Nevra Handel,61176826,10617612
3949,MÅRVEGEN,Mårvegen Åslundmarka,60785423,10629969
3954,ÅSLUND_H,Åslundvegen Hunndalen,60787949,10640429
3956,LUNDBY1,Lundby,60885938,10648874
3960,BRUSVEH1,Brusvehagen,60789613,10663214
3961,ALFARV2,Alfarvegen,60782787,10683950
3962,ALFARV3,Alfarvegen,60783201,10685622
3964,ØSTBYHØ2,Østbyhøgda,60763353,10694778
3967,HARES_K1,Harestua kro,60195211,10718206
3969,ØST_VES1,Østre-Vestre Totenveg,60790634,10696655
3970,SANDLI2,Sandli,60776760,10679093
3971,KRÅKJOR2,Kråkjordet,60801249,10672387
3972,FAHLSTR2,Fahlstrøms plass,60796520,10689703
3973,BREDLI2,Bredli,60780867,10677929
3974,HUNNSVN2,Hunnsvegen Brannstasjonen,60797546,10685199
3977,GJØ_GÅR2,Gjøvik gård,60793445,10694383
3978,MARC_TH2,Marcus Thranes gt/Ibsens gt,60798262,10685457
3979,FALS_PL2,Falsens plass,60801332,10684537
3980,SYK_GJØ2,Sykehuset Innlandet Sverdrup...,60802333,10681300
3981,HOVDETJ2,Hovdetjernet,60799232,10676527
3982,ØVERB_HS,Øverby helsesportsenter,60802873,10644504
3983,KJELBER2,Kjelberg,60977013,10583083
3985,ENERGIH2,Energihuset Kallerud,60784945,10679150
3986,KIRKEBY2,Kirkeby,60784279,10689756
3987,KASPERG2,Kaspergården,60786377,10696102
3988,VIND_SK2,Vindingstad skole,60774703,10696352
3989,HOLMBO2,Holmbo,60772803,10678944
3990,KOPPERU2,Kopperud,60777486,10671885
3991,KALKV_K2,Kalkvegen/Korallvegen,60775482,10675430
3992,RAMBE_FN,Rambekk Fridtjof Nansens veg,60777205,10691638
3993,KIRK_SK2,Kirkebyskogen,60778034,10685183
3994,KIRKEBV2,Kirkebyvegen,60783319,10691940
3995,MUST_FA2,Mustad fabrikker,60790327,10674095
3996,ELVSVEV2,Elvsvevegen,60802512,10572587
3997,TOBRU2,Tobru Odnesvegen,60801068,10541870
3998,FOSS_OV2,Foss Odnesvegen,60800080,10552994
3999,BYBRUA2,Bybrua,60799979,10564160
4000,SKARPSN2,Skarpsno,60796900,10606504
4002,HAMMRST2,Hammerstad,60675185,10794173
4003,FESTIVI2,Festiviteten,60679090,10870300
4006,GLEMMES2,Glemmestad,60740737,10794001
4007,NORDL_H2,Nordlia handel,60748566,10758295
4008,STEINSJ2,Steinsjå,60760457,10729926
4009,RAMBE_M2,Rambekkmoen,60779336,10696679
4010,VIKENGJ2,Viken,60783324,10699257
4011,REI_ST2,Reinsvoll stasjon,60678968,10618180
4012,HUNNDAL2,Hunndalen,60786642,10644032
4014,ØVERSET2,Øverset,60638875,10698131
4015,BREISK_N,Breiskallen nordgående,60749989,10623868
4016,BORGLUN2,Borglund,60645909,10722506
4017,ROKSVOL2,Roksvoll,60691641,10606409
4018,FURU2,Furu,60692397,10875956
4019,LILLO2,Lillo,60682483,10827711
4020,FJELLHA2,Fjellhaug,60629910,11089190
4021,VIKSBOR2,Viksborgvegen,60647593,10987965
4022,BILITT2,Bilitt,60671911,10904868
4027,VEIBERG1,Veiberg,60628985,10733985
4030,NORD_SK2,Nordli skole,60741967,10761461
4032,LINDHOL2,Lindholm,60645309,10829573
4033,OLTERUD2,Olterud,60628543,10886074
4034,STANGØT1,Stange,60633319,10914063
4035,MJØRLUN2,Mjørlund,60558736,10659263
4037,THUN_SK2,Thune skole,60615524,10621464
4038,EINAVOL2,Einavoll,60517385,10638954
4040,KOLBU2,Kolbu sentrum,60648997,10740395
4041,BONDELI2,Bondelia,60773021,10707483
4042,KRÅKJOR3,Kråkjordet,60801436,10673224
4043,TRANBER2,Tranberghallen,60811584,10676242
4044,HOFFSBA2,Hoffsbakken,60806883,10677015
4046,BRÅS_BE1,Bråstadberget,60845219,10686899
4047,DALSJOR2,Dalsjordet,60872384,10697150
4049,TYSBAST1,Tysbastvegen,60949625,10627724
4050,BIRI_SS,Biri sentrum sørgående,60954203,10612192
4051,ØVERBKR2,Øverbygdskrysset,60958306,10607484
4052,HAUGL_B2,Haugland Biristrandvegen,60983489,10565495
4053,ROTE_BS2,Roterud Biristrandvegen,60985046,10558899
4054,MÆLU_BI2,Mælum Biristrandvegen,60986707,10546172
4055,LUNN_BI2,Lunn,60989292,10526150
4056,HUSKE_N2,Huskelhus nordre,60996652,10497697
4058,RØSTESV2,Røstesvingen,61001628,10484985
4059,ÅSROVN2,Åsrovegen,61004929,10481864
4060,MYHREBS2,Myhre,61009401,10473267
4061,RUST_BS2,Rustad Biristrandvegen,61014370,10462421
4062,FURUODD1,Furuodden camping,61019558,10454214
4063,STRAN_C2,Stranda camping,61024912,10448682
4064,BAKKE_C2,Bakke camping,61032157,10441660
4065,BØ_LI2,Bø,61035728,10440024
4066,VINGROM2,Vingrom,61044325,10430614
4067,ROLIGHE2,Roligheita,61057238,10431669
4068,VINGR_K1,Vingrom kirke,61070989,10430704
4069,HOVNORD2,Hov nordre,61079495,10429988
4071,PETTERJ2,Petterjordet,61097850,10436738
4072,LIL_V_N2,Lillehammer vgs Nord,61133081,10443712
4073,SØRSVEV2,Sørsvevegen,61140893,10430675
4074,SMEST_M2,Smestadmoen,61129444,10450119
4075,ROSE_GV2,Rosenlund Gudbrandsdalsvegen,61127503,10453821
4076,GART_FG2,Gartneriet Fåberggata,61123295,10457064
4077,KORTA_SK,Korta Skole,60720418,10628269
4080,FOSS_ØT2,Foss Mjøsvegen,60734776,10810871
4082,GOTTERU2,Gotterud,60685248,10570186
4083,SOLVOLL2,Solvoll,60659953,10520725
4084,LANDHVT2,Landheim,60739340,10684623
4085,BØRSVOL1,Børsvoll,60651604,10659948
4086,BRUF_EV2,Bruflat Einavegen,60654812,10602976
4087,FISKEVO2,Fiskevollen,60640548,10602098
4088,SVARTBE1,Svartbekk,60851976,10665321
4089,EIKTUNE2,Eiktunet,60803471,10647732
4090,BORG_GJ2,Borgen,60790771,10399149
4091,SKULHUS1,Skulhus,60920821,10657534
4093,FRYAL2,Fryal Randsfjordvegen,60684251,10357352
4095,BJØR_F1,Bjørnerud Flubergvegen,60726219,10285343
4096,STEINSB2,Steinsborgvegen,60765969,10248738
4097,BJONERO2,Bjoneroa,60523254,10284292
4098,MADSS_V2,Madsstuguvegen,60725627,10245676
4099,LIÅSVN2,Liåsvegen,60708967,10263452
4100,LEFSEGT2,Lefsegata,60700491,10279222
4101,SKAUGVN1,Skaugvegen,60613145,10332926
4102,FØLLINGV,Føllingstads veg,60808354,10677826
4103,TANG_B2,Tangen ferjekai,60512126,10336712
4104,HALVORS2,Halvorsbøle,60336224,10349334
4105,SANDV_J2,Sandvika,60292041,10357225
4106,ENGEL_V2,Engelstadvegen,60684544,10623131
4108,TVERRVEG,Tverrvegen,60718986,10605156
4109,RØYS_SP,Røyslivegen snuplass,61093049,10515292
4110,RØYS_KL2,Røyslimoen skole Klebervegen,61095580,10505939
4111,GAM_RØY2,Gamle Røyslivegen,61093493,10508322
4112,GRUA2,Grua,60256829,10662215
4113,HORN_B2,Horn ferjekai,60522888,10339563
4114,GJERVIK2,Gjervika,60517593,10395426
4115,EIDSAND1,Eidsand,60489328,10440531
4116,GULLE_V2,Gullerudvika,60469536,10467030
4117,RØYKENV2,Røykenvika,60431019,10469361
4118,SKARI_R2,Skari Røykenviklinna,60451755,10472669
4119,VASSEND5,Vassenden Vestre Bjonevatnet,60540422,10124389
4120,GRYMYR2,Grymyr,60340528,10407247
4121,STADUM2,Stadum,60329496,10396660
4122,OLUM_Ø2,Østre Olum,60266688,10494672
4123,EGGEMOE1,Eggemoen,60205518,10312364
4124,HVALSMO1,Hvalsmokrysset,60189971,10284225
4126,JEVANHA2,Jevanhaugen,61278390,10163158
4128,FÅBER_M2,Fåberg menighetshus,61168178,10405237
4129,JØR_JOR2,Jørstadmoen skole Jorekstad,61154458,10392403
4130,FLÅKÅLI1,Flåkålivegen,61167120,10343822
4131,LEINEGA1,Leine,61263872,10195408
4132,VASR_MV2,Vasrud Musdalsvegen,61303180,10286065
4133,GRANUM1,Granum,60655143,10367190
4134,GRANUM2,Granum,60655195,10367376
4135,BERTHAS1,Berthas bakeri,60657607,10365830
4136,BERTHAS2,Berthas bakeri,60657811,10365985
4137,MOVEGEN1,Movegen,60645301,10366314
4138,MOVEGEN2,Movegen,60645707,10366797
4139,SOLHE_G1,Solheimgutua,60632077,10369254
4140,SOLHE_G2,Solheimgutua,60630870,10369345
4144,SKRUK_V1,Skruklivegen,60622847,10371601
4145,SKRUK_V2,Skruklivegen,60623584,10371705
4146,ØKSNE_N1,Øksne nordre,60616357,10368229
4147,ØKSNE_N2,Øksne nordre,60615531,10368304
4148,ØKSNE_M2,Øksne midtre,60611553,10365129
4149,ØKSNE_M1,Øksne midtre,60611961,10365316
4150,ØKSNE_S1,Øksne søndre,60610437,10359727
4151,ØKSNE_S2,Øksne søndre,60610632,10361400
4152,GULLERU1,Gullerud,60603086,10350248
4153,GULLERU2,Gullerud,60603455,10350773
4154,SMESTUA2,Smestua,60599197,10346560
4155,SMESTUA1,Smestua,60597091,10345371
4156,GRIME_B1,Grime barnehage,60561710,10333171
4157,GRIME_B2,Grime barnehage,60561292,10333253
4158,GRIMEBA2,Grimebakken,60570484,10335348
4159,HORNNSL2,Horn nordre,60535739,10319836
4160,GRANHOL1,Granholt,60558027,10330815
4161,GRANHOL2,Granholt,60557462,10330683
4162,GJERV_H2,Gjervikshagan,60519836,10382427
4163,BENTEBØ2,Bentebøle,60515851,10402454
4164,KROKSRU2,Kroksrud,60506377,10415721
4167,SINN_GR2,Sinnerud,60500967,10423132
4168,STØA_GR1,Støa,60497113,10426823
4169,EID_GR2,Eid,60493207,10431184
4170,GRIM_VH2,Grimsrudvegen/Hornslinna,60485262,10446411
4171,SØRB_GR2,Sørby,60480739,10446302
4172,BÅLE_HL1,Bålerud Hornslinna,60477850,10454469
4173,TOMASOD2,Tomasodden,60466992,10469043
4174,KORS_GR2,Korsen,60462778,10471073
4175,MIDTMYR2,Midtmyra,60456920,10469029
4176,SVINNIN2,Svinningtoppen,60444227,10473168
4177,ROSSUM1,Rossum,60436608,10472154
4178,BRAN_USK,Brandbu ungdomsskole,60419184,10512419
4179,DALEKRY2,Dalekrysset,60413716,10520614
4180,DVERGST2,Dvergstenkrysset,60409769,10526563
4181,ANDFOSS2,Andfossen,60406750,10534114
4182,HADE_GG1,Hadeland gjestegård,60398628,10550217
4183,HADE_GG2,Hadeland gjestegård,60398564,10550359
4184,HORGENV2,Horgenvika,60381056,10570572
4185,NORDTAN2,Nordtangen,60374791,10566702
4186,ALFENGA2,Alfenga,60365789,10573430
4187,GRANSØR2,Gran sør,60350761,10574729
4188,WØIEN2,Wøien,60346061,10575287
4189,ELVERHE2,Elverheim,60339546,10579411
4190,HVAL2,Hval,60333635,10581575
4191,DYNNA2,Dynna,60324366,10580323
4192,HEGG_LU1,Heggen,60318257,10586858
4193,HEGG_LU2,Heggen,60318472,10586921
4194,VOLL_LH1,Vollaløkken Hadelandsvegen,60311060,10594876
4195,LUNN_RH2,Lunner rådhus Sand,60295087,10609798
4196,KILDAL_R,Kildal Roalinna,60290607,10615574
4197,HEIM_LU1,Heimdal,60286368,10635364
4198,HOVL_MY1,Hovlandsmyra,60278923,10655046
4199,HOVL_MY2,Hovlandsmyra,60279001,10655203
4200,SAGMOSV1,Sagmosvingen,60276702,10661140
4201,SAGMOSV2,Sagmosvingen,60276418,10661411
4202,TVEITMA2,Tveitmarka,60268298,10664495
4203,KLEIVEN8,Kleivenga,60264654,10667750
4204,GRANLY3,Granly,60254106,10659085
4205,BAKK1LU1,Bakken,60249884,10681986
4206,RUNDELE2,Rundelen,60243563,10691958
4207,BJØRGES2,Bjørgesæter,60236389,10703993
4208,FJELLHA4,Fjellhammer,60239103,10699583
4209,DAL_LU2,Dal,60232321,10705462
4210,VIUBRÅT2,Viubråten,60221490,10705679
4211,HARES_N2,Harestua nord,60210331,10709071
4212,HARES_SK,Harestua skole,60210046,10710370
4213,HARE_SE2,Harestua senter,60202903,10714188
4215,HARES_K2,Harestua kro,60195604,10717805
4216,MONSR_V2,Monsrudvika,60183197,10724485
4217,SØRHAGE2,Sørhagen,60674440,10366394
4218,JARHAUG1,Jarhaug,60366187,10561377
4219,SANN_SG1,Sanne skole Granavollen,60366364,10532982
4220,KNARUDK1,Knarudkrysset ASVO,60351403,10463942
4221,BJELL_T1,Bjellatoppen,60326605,10409952
4222,BJELL_T2,Bjellatoppen,60326630,10410206
4223,BJELLA1,Bjella,60324497,10415867
4224,KITT_KR1,Kittilsrudkrysset,60323798,10426774
4225,KITT_KR2,Kittilsrudkrysset,60323951,10426725
4226,MJOR1,Mjør,60323217,10446282
4227,MJOR2,Mjør,60323272,10446157
4228,ESPEN1,Espen,60327471,10497416
4229,ESPEN2,Espen,60327492,10497072
4230,WIEN1,Wien,60330883,10510438
4231,WIEN2,Wien,60330912,10510240
4232,BUHAMME1,Buhammeren,60332827,10514606
4233,BUHAMME2,Buhammeren,60332855,10514444
4234,RAKNERU1,Raknerud,60343453,10541538
4235,RAKNERU2,Raknerud,60343433,10541755
4236,HASLE3,Hasle,60340313,10545940
4237,HAUGLGR2,Haugli,60415942,10517642
4238,HAUGLGR1,Haugli,60415970,10517777
4239,JARHAUG2,Jarhaug,60366071,10561335
4240,HELMEN1,Helmen,60362625,10522573
4241,GAMKINN1,Gamkinn,60348704,10504687
4242,DALESV1,Dalesvingen Briskebyen,60413061,10527783
4243,JARENSE2,Jaren Sement,60411574,10537418
4244,ULVERUD1,Ulverud,60346640,10516724
4245,BØRMARK1,Børmark,60347002,10525632
4246,MOEN_K2,Moen kirke,60414141,10547844
4247,FOSS_GR1,Foss,60347242,10448183
4248,GRINDER1,Grinder,60346299,10440113
4249,KLÆS_MØ1,Klæstadmølla,60342756,10420803
4250,NORDHAG1,Nordhagen,60332515,10404480
4251,KLÆS_MØ2,Klæstadmølla,60342684,10420909
4252,NORDHAG2,Nordhagen,60332361,10404674
4253,STAD_BK1,Stadumsbakken,60328723,10400832
4254,STAD_BK2,Stadumsbakken,60328814,10400727
4256,NORUMK1,Norumkrysset,60335837,10533391
4257,HELMENN1,Nedre Helmen,60357954,10514058
4258,GLASS_G2,Glassverkvegen/Gamlevegen,60242918,10422581
4259,TOSO1,Toso,60241130,10412754
4260,TOSO2,Toso,60240854,10411839
4261,HADE_GLP,Hadeland Glassverk P-plass,60238751,10397541
4262,MOEN_K1,Moen kirke,60414427,10547223
4263,HOLTERG1,Holtergutua,60413678,10569969
4264,EMSE1,Emse,60411946,10569683
4265,MYRENGA1,Myrenga,60406058,10567772
4266,EDVARDS2,Edvardsen,60400422,10565835
4267,JEVN_SK2,Jevnaker skole,60240001,10370832
4268,JEVN_SH1,Jevnaker omsorgssenter JORS,60242245,10375474
4271,MYHREGR1,Myhre,60395083,10583449
4272,JØRG_LN1,Jørgensløkka nedre,60389175,10588790
4273,RÅST_GR1,Råstad,60389270,10579467
4274,SKIRSTA1,Skirstad,60358011,10459988
4275,KJEKSTAD,Kjekstad,60368978,10460237
4276,KORSHAGE,Korshagen,60373849,10528800
4277,GRINDKV2,Grindækervegen,60387144,10573225
4278,GRINDKV1,Grindækervegen,60387097,10573342
4279,RISB_KR2,Risbakkrysset,60385979,10571447
4280,SKJERVU1,Skjervum,60368796,10586257
4281,RING_GR1,Ringstad,60365979,10588786
4282,GRANVGR1,Granvang,60359023,10573868
4284,FRAMSTH1,Framstadhøgda,60375055,10585193
4285,SKAT_GR1,Skattum,60336150,10445622
4286,GAUTVEI1,Gautveit,60339693,10455548
4287,FALANG1,Falang,60341707,10460220
4288,PLEIEHJ1,Pleiehjemmet,60360996,10504333
4289,FORTUNG1,Fortun,60369983,10493862
4291,GRINDÅK1,Grindåker,60409823,10494714
4293,KANTEN1,Kanten,60392710,10470608
4294,KLAUVST1,Klauvstadkrysset,60389958,10450333
4296,HOV_FL1,Hov Fjordlinna,60385611,10437156
4297,STEINGR1,Steinsrud,60366226,10421466
4298,SKUTE1,Skute,60324097,10390983
4299,BGDGRNS1,Bygdegrensen,60317259,10391130
4300,DAL2,Dal,60303620,10396191
4301,ROEN1,Roen,60287190,10400524
4302,GULLA1,Gulla,60266482,10418486
4303,KJOS_GR1,Kjos,60460366,10480541
4305,BRÅUM1,Bråum,60470628,10495021
4306,KLYFTA1,Klyfta,60474411,10501242
4307,JESUBAK1,Jesubakken,60481557,10501139
4308,VEBAKKE1,Vebakken,60491523,10511688
4309,HENUSAG1,Hennungsaga,60497012,10518284
4310,SMEDBØL1,Smedbøle,60501159,10521142
4311,BÅTHAVN1,Båthavna,60428384,10475192
4312,ROSSUM2,Rossum,60436898,10471895
4313,FROGNER2,Frogner,60416564,10507674
4314,BRURBAK2,Brurbakkvegen,60415848,10501850
4315,BAKKESL2,Bakkesletta,60413710,10497959
4316,GRINDÅK2,Grindåker,60409601,10494505
4317,GRINDÅT2,Grindåkertoppen,60403532,10483994
4318,HOLEG_N2,Holegutua nord,60398719,10483287
4319,KIRKEVO2,Kirkevold,60395936,10480060
4320,KANTEN2,Kanten,60392597,10471837
4321,KLAUVST2,Klauvstadkrysset,60390070,10451626
4322,REKSTAD2,Rekstad,60389304,10446060
4324,HAUGSEN2,Haugsenga,60376811,10429882
4325,STEINGR2,Steinsrud,60366689,10421885
4326,JØVIK2,Jøvik,60356386,10416567
4327,SKUTE2,Skute,60324245,10391173
4328,BGDGRNS2,Bygdegrensen,60317288,10391484
4329,BJER_JE2,Bjertnes,60308168,10388266
4330,SLØVI_F2,Sløvika Fjordlinna,60285816,10411481
4331,BJELLUM2,Bjellum,60273881,10410207
4332,KVELDSR2,Kveldsrud,60248201,10425878
4333,BERGERM2,Bergermoen,60228518,10356374
4334,SKREBER1,Skreberg,60385885,10476361
4335,ØSTEN1,Østen,60382290,10474900
4336,RÆKKEN1,Rækken,60392933,10488565
4338,WESTHAG1,Westhagen,60377182,10483462
4339,WALHSVN2,Walheimsvingen,60463157,10503032
4340,RING_GR2,Ringstad,60365986,10588985
4341,LYNNE1,Lynne,60363509,10605519
4342,LINDSTA1,Lindstad,60362200,10612260
4343,LINDS_S1,Lindstadsvingen,60360386,10611458
4344,HJØRDPL1,Hjørdisplass,60369195,10614713
4346,SHELL_R1,Shell Roa,60287055,10627683
4347,HÅKEN_N1,Håkenstad nedre,60288684,10646367
4348,HÅKE_LU1,Håkenstad,60289109,10651086
4349,HÅKEN_Ø1,Håkenstad øvre,60290190,10659939
4350,HARPETJ1,Harpetjern,60294319,10671658
4351,GRØNTJ1,Grøntjernet,60296719,10672994
4352,HYTTAFE1,Hyttafeltet,60298664,10666695
4353,ERSTAD1,Erstad,60300007,10661997
4354,MAURTVE1,Maurtvedt,60304500,10654143
4355,OPPDA_K1,Oppdalen kapell,60304314,10649721
4356,STOKKE1,Stokke,60315362,10649223
4357,MORKA1,Morka,60318159,10644513
4358,BRATTSB1,Brattsberg,60318937,10644745
4359,BROKERU1,Brokerudhagan,60322924,10641280
4360,MARTHIN1,Marthins,60329142,10628025
4361,KOLKINN1,Kolkinn,60336013,10605358
4362,ROMHOLT1,Romholt,60339897,10595181
4363,SKJOLLA1,Skjollabakken,60344718,10590764
4364,GISLEBE1,Gisleberg,60354296,10594333
4365,SOLV_KR1,Solvangkrysset,60301500,10582885
4366,SØRENGN1,Sørenggutua nord,60299001,10578011
4367,BJØRALT1,Bjøralt,60288036,10584035
4368,OPPEN_Ø1,Øvre Oppen,60280622,10587919
4369,OPPEN1,Oppen,60275161,10601284
4370,KONGELV1,Kongelv,60271206,10610118
4371,SVEAKRY1,Sveakrysset,60256563,10652962
4372,VOLLAMY1,Volla Mylla,60256873,10567066
4373,BRATTVO1,Brattvoll,60250785,10564506
4374,MYLLSDA1,Myllsdammen,60242487,10601723
4375,SLIPERI1,Sliperiet,60242254,10612926
4376,GODLIA3,Godlia,60249025,10638368
4377,GODL_SN1,Godlia snuplass,60248959,10630997
4378,MUTTA1,Mutta,60254403,10645047
4379,SCHIONG1,Schiongsvingen,60254516,10647057
4380,MOELV_F1,Moelvenfeltet,60256023,10649723
4381,GRUA_SK,Grua skole,60257628,10662788
4382,HALL_LU1,Hallum,60283439,10537074
4383,FJELLLU1,Fjell,60286606,10551791
4384,FLATLA1,Flatla,60309064,10582478
4385,LUNDBLU1,Lundby,60312716,10572122
4386,PYNTESL1,Pyntesletta,60315108,10564256
4387,LUNNE_B1,Lunnerbakken,60319095,10531307
4388,KORS_LU1,Korsrud,60317035,10520211
4389,WIRSTAD1,Wirstad,60313473,10497634
4390,OREN1,Oren,60311352,10485574
4391,FOSS_LU1,Fossheim,60308252,10482144
4392,VESTERN1,Vestern,60301821,10485156
4393,RUSTADB1,Rustadbrua,60302477,10461285
4394,RUST_JE1,Rustad,60305077,10454852
4395,VELOBRU1,Velo bru,60300375,10445742
4396,NORDEGL1,Nordenga Grindvollinna,60293142,10417716
4397,VANGSMØ2,Vangsmølla,60254553,10427994
4398,HØNEN_A1,Hønen allé,60179916,10270104
4399,HØNEN_A2,Hønen allé,60180128,10270455
4400,N.TORV2,Nordre torv,60170367,10258372
4401,RIDDERG,Riddergården,60170198,10259943
4402,BERGERG2,Bergergrinda,60235374,10363677
4403,RANDS_B1,Randsfjord bru,60241858,10377584
4404,RAGN_GR1,Ragnhildrud,60436123,10589876
4406,AMUNDRU2,Amundrud,60427857,10575567
4407,GRANTRE2,Gran Tre,60420219,10557136
4408,ELLEFSR2,Ellefsrud,60423941,10564431
4409,HÅJEN1,Håjen,60666375,10812570
4410,GÅRDENE1,Gårder nedre,60657218,10817292
4411,GÅRDER1,Gårder,60655074,10818351
4412,SNOEN1,Snoen,60640827,10809352
4413,HUBREI1,Hubrei,60630002,10781540
4414,PLØYOM1,Pløyom,60634299,10800278
4415,KOL_SME1,Kolbulinna/Smebyvegen,60634945,10789031
4416,GRANSMA1,Gransmarka,60635941,10810812
4417,NYGÅ_KO1,Nygård Kolbu,60638602,10792870
4418,ØDEGÅRD3,Ødegård Kolbulinna,60643593,10798337
4419,GRANHØI1,Granhøi,60652132,10801571
4420,NØKLEBY1,Nøkleby,60656118,10802213
4422,HALLGJE1,Hallingstad Gjerstad,60661385,10802431
4423,VEDERVA1,Vedervang,60628364,10785014
4424,KVIK_KR1,Kvikstadkrysset,60612972,10770850
4425,KVIKSTA1,Kvikstad,60611459,10770350
4426,GÅRDLØS1,Gårdløs,60608619,10772991
4427,RINGEØT1,Ringen,60602576,10768448
4428,FOSSUØT1,Fossum,60599279,10765572
4429,DEGVOLD1,Degvold,60593311,10762995
4430,HOLTEØT3,Holte,60587064,10745648
4431,DYSTE1,Dyste,60591727,10734896
4432,TOTENMS1,Toten Montessoriskole,60597240,10732443
4433,LUNDBØT2,Lundby,60602027,10739527
4442,KASTR_B1,Kastrudbakken,61142547,10381624
4448,KASTR_B2,Kastrudbakken,61142604,10381798
4454,LIL_HH2,Lillehammer helsehus,61135850,10438599
4456,KKPLASS2,KK-plassen,60608250,10754653
4457,FJELLVO1,Fjellvold,60617407,10765632
4458,RØISEØT1,Røise,60625320,10764816
4459,NARUM_H1,Narum Huusegutua,60638165,10764109
4460,NARU_VK1,Narum vegkryss,60643957,10760819
4462,VESTNYV1,Vestvegen/Nyvegen,60635122,10731578
4463,VESTSØR1,Vestvegen/Sørlivegen,60632802,10733091
4464,BEKK_ØT1,Bekkevold,60626529,10735097
4465,SOLB_KO1,Solbakken,60620680,10736260
4470,HAMME_F1,Hammersengflåa,61126772,10447384
4471,BALBE_LN,Balberglia nord,61155957,10411986
4472,BRUNL_Ø1,Brunlaug øst,61166460,10401107
4476,BRUNSBE2,Brunsberg,60772246,10635106
4477,AMSRUDV2,Amsrudvegen,60781209,10637457
4479,EINA_KR1,Einakrysset,60628682,10598489
4481,BAKKEVT1,Bakke,60604392,10666336
4482,KOLBUID1,Kolbu idrettsplass,60646571,10751360
4483,BLILI2,Blili,60611275,10635268
4485,LUNDHAG2,Lundhagen,60604610,10748065
4486,BRÅST2ØT,Bråstad,60610839,10756400
4487,KVIKS_E2,Kvikstadenga,60612952,10766749
4488,BJØR_ØT2,Bjørke,60616752,10778623
4489,LENA_S2,Lena sør,60671542,10812181
4490,KORSLIE2,Korslien,60576060,10717525
4491,ENGEN2ØT,Engen,60588694,10720782
4492,BRUSV1OT,Brusveenga,60594138,10727532
4493,DJUP_BK2,Djupdalsbakken,60765462,10631489
4495,HERBERG2,Herberg,60762375,10628767
4496,NORDSGJ2,Nordsveen,60758344,10627143
4497,RAUFO_N2,Raufoss nord,60731948,10616505
4499,SKAUGØT1,Skaugerud,60657488,10734335
4500,BREVIK1,Brevik,60666648,10710539
4501,SILLONG1,Sillongen,60696469,10728259
4502,ROLAND1,Roland,60708904,10741641
4503,RAU_SEN1,Raufoss sentrum,60727965,10615183
4504,RAU_SEN2,Raufoss sentrum,60727822,10614767
4505,RAUFO_S2,Raufoss syd,60720250,10613109
4506,PRØV_VTN,Prøven nordgående,60713138,10608296
4507,SANGN_H1,Sangnes Handel,60705506,10705531
